"anio_regis","week_regis","ent_regis","deaths_count","channel_endemic_estimation","farrington_estimation_all","farrington_partial","name","abr","date_ref"
2020,20,17,567,286.6,283.081639841828,283.081639841828,"MORELOS","MS",2020-05-13
2020,20,18,107,133.6,164.972643017705,164.972643017705,"NAYARIT","NT",2020-05-13
2020,20,19,492,437.2,641.726744828293,641.726744828293,"NUEVO LEÓN","NL",2020-05-13
2020,20,20,585,486.4,504.783896528378,504.783896528378,"OAXACA","OC",2020-05-13
2020,20,21,1125,690,783.434250646849,783.434250646849,"PUEBLA","PL",2020-05-13
2020,20,22,266,220,248.315363738631,248.315363738631,"QUERÉTARO","QT",2020-05-13
2020,20,23,229,141.2,173.096486705551,173.096486705551,"QUINTANA ROO","QR",2020-05-13
2020,20,24,270,300.4,340.662239524048,340.662239524048,"SAN LUIS POTOSÍ","SP",2020-05-13
2020,20,25,501,282.8,314.323790714693,314.323790714693,"SINALOA","SL",2020-05-13
2020,20,26,435,308.4,331.272293965855,331.272293965855,"SONORA","SR",2020-05-13
2020,20,27,598,310.6,347.324109555317,347.324109555317,"TABASCO","TC",2020-05-13
2020,20,28,369,366,451.982066665039,451.982066665039,"TAMAULIPAS","TS",2020-05-13
2020,20,29,213,126,143.31148947194,143.31148947194,"TLAXCALA","TL",2020-05-13
2020,20,30,1577,1014.6,1113.37376586574,1113.37376586574,"VERACRUZ","VZ",2020-05-13
2020,20,31,306,282.4,301.961217235555,301.961217235555,"YUCATÁN","YN",2020-05-13
2020,20,32,180,196,203.280978915122,203.280978915122,"ZACATECAS","ZS",2020-05-13
2020,21,1,116,150,163.717379183275,163.717379183275,"AGUASCALIENTES","AS",2020-05-20
2020,21,2,855,413.2,455.891567960443,455.891567960443,"BAJA CALIFORNIA","BC",2020-05-20
2020,21,3,69,66.6,79.9218419364368,79.9218419364368,"BAJA CALIFORNIA SUR","BS",2020-05-20
2020,21,4,110,98,103.194367306062,103.194367306062,"CAMPECHE","CC",2020-05-20
2020,21,5,325,317.4,345.641656365366,345.641656365366,"COAHUILA","CL",2020-05-20
2020,21,6,115,101.8,136.40515428191,136.40515428191,"COLIMA","CM",2020-05-20
2020,21,7,927,530.4,550.068840314213,550.068840314213,"CHIAPAS","CS",2020-05-20
2020,21,8,671,448,485.380854712332,485.380854712332,"CHIHUAHUA","CH",2020-05-20
2020,21,9,4068,1354.6,1386.94630436206,1386.94630436206,"CIUDAD DE MÉXICO","DF",2020-05-20
2020,21,10,174,180.2,196.05851315759,196.05851315759,"DURANGO","DG",2020-05-20
2020,21,11,764,745.2,839.345011297186,839.345011297186,"GUANAJUATO","GT",2020-05-20
2020,21,12,719,422,499.442509011024,499.442509011024,"GUERRERO","GR",2020-05-20
2020,21,13,454,304.2,354.933447214525,354.933447214525,"HIDALGO","HG",2020-05-20
2020,21,14,1005,991,1128.51273354323,1128.51273354323,"JALISCO","JC",2020-05-20
2020,21,15,4163,1467,1590.06388929089,1590.06388929089,"MÉXICO","MC",2020-05-20
2020,21,16,649,605.2,662.693800443836,662.693800443836,"MICHOACÁN","MN",2020-05-20
2020,21,17,514,257.8,302.896432249198,302.896432249198,"MORELOS","MS",2020-05-20
2020,21,18,146,125.6,159.390938023471,159.390938023471,"NAYARIT","NT",2020-05-20
2020,21,19,537,492.6,633.622191321145,633.622191321145,"NUEVO LEÓN","NL",2020-05-20
2020,21,20,639,444.6,489.337891120032,489.337891120032,"OAXACA","OC",2020-05-20
2020,21,21,1191,704.4,769.831062397184,769.831062397184,"PUEBLA","PL",2020-05-20
2020,21,22,270,208.2,249.378874190011,249.378874190011,"QUERÉTARO","QT",2020-05-20
2020,21,23,187,153,176.411714366431,176.411714366431,"QUINTANA ROO","QR",2020-05-20
2020,21,24,296,315.8,317.496091071264,317.496091071264,"SAN LUIS POTOSÍ","SP",2020-05-20
2020,21,25,509,290.6,330.902246917928,330.902246917928,"SINALOA","SL",2020-05-20
2020,21,26,512,309.6,370.085189337959,370.085189337959,"SONORA","SR",2020-05-20
2020,21,27,651,308.6,350.224778111627,350.224778111627,"TABASCO","TC",2020-05-20
2020,21,28,361,355.6,449.831573039335,449.831573039335,"TAMAULIPAS","TS",2020-05-20
2020,21,29,252,121.4,149.772484735453,149.772484735453,"TLAXCALA","TL",2020-05-20
2020,21,30,1688,1144.4,1104.23326057651,1104.23326057651,"VERACRUZ","VZ",2020-05-20
2020,21,31,293,287,300.519266825461,300.519266825461,"YUCATÁN","YN",2020-05-20
2020,21,32,202,172.6,197.865563073301,197.865563073301,"ZACATECAS","ZS",2020-05-20
2020,22,1,150,116.6,177.03353567165,177.03353567165,"AGUASCALIENTES","AS",2020-05-27
2020,22,2,846,401.2,454.630171039368,454.630171039368,"BAJA CALIFORNIA","BC",2020-05-27
2020,22,3,61,75.2,93.0478251483109,93.0478251483109,"BAJA CALIFORNIA SUR","BS",2020-05-27
2020,22,4,109,96.6,102.227000170221,102.227000170221,"CAMPECHE","CC",2020-05-27
2020,22,5,289,291.4,348.264616862051,348.264616862051,"COAHUILA","CL",2020-05-27
2020,22,6,107,99,114.409708002917,114.409708002917,"COLIMA","CM",2020-05-27
2020,22,7,1154,513.6,552.084600528983,552.084600528983,"CHIAPAS","CS",2020-05-27
2020,22,8,615,459.8,493.038393195745,493.038393195745,"CHIHUAHUA","CH",2020-05-27
2020,22,9,3710,1312.8,1377.78637580806,1377.78637580806,"CIUDAD DE MÉXICO","DF",2020-05-27
2020,22,10,183,187.2,199.735780350643,199.735780350643,"DURANGO","DG",2020-05-27
2020,22,11,776,716.6,823.933040924798,823.933040924798,"GUANAJUATO","GT",2020-05-27
2020,22,12,809,436.8,489.657153759989,489.657153759989,"GUERRERO","GR",2020-05-27
2020,22,13,420,285.8,347.420013396652,347.420013396652,"HIDALGO","HG",2020-05-27
2020,22,14,1060,1034.2,1115.15677054532,1115.15677054532,"JALISCO","JC",2020-05-27
2020,22,15,3908,1417,1579.6369214029,1579.6369214029,"MÉXICO","MC",2020-05-27
2020,22,16,635,531.8,627.496809540983,627.496809540983,"MICHOACÁN","MN",2020-05-27
2020,22,17,444,261.4,306.414166758767,306.414166758767,"MORELOS","MS",2020-05-27
2020,22,18,142,142.8,162.588864545885,162.588864545885,"NAYARIT","NT",2020-05-27
2020,22,19,520,484.6,590.506934654311,590.506934654311,"NUEVO LEÓN","NL",2020-05-27
2020,22,20,666,464.8,484.888387168147,484.888387168147,"OAXACA","OC",2020-05-27
2020,22,21,1246,675.2,766.419367123355,766.419367123355,"PUEBLA","PL",2020-05-27
2020,22,22,252,206.8,243.625732168278,243.625732168278,"QUERÉTARO","QT",2020-05-27
2020,22,23,219,128.8,184.211505071721,184.211505071721,"QUINTANA ROO","QR",2020-05-27
2020,22,24,287,302.8,319.963143573006,319.963143573006,"SAN LUIS POTOSÍ","SP",2020-05-27
2020,22,25,621,265,304.28481339006,304.28481339006,"SINALOA","SL",2020-05-27
2020,22,26,639,287.4,358.03077826747,358.03077826747,"SONORA","SR",2020-05-27
2020,22,27,594,290.8,363.817013621136,363.817013621136,"TABASCO","TC",2020-05-27
2020,22,28,365,337.2,433.031426613839,433.031426613839,"TAMAULIPAS","TS",2020-05-27
2020,22,29,268,116.4,148.042085710506,148.042085710506,"TLAXCALA","TL",2020-05-27
2020,22,30,1609,1043,1104.86895559861,1104.86895559861,"VERACRUZ","VZ",2020-05-27
2020,22,31,289,283,322.558071867948,322.558071867948,"YUCATÁN","YN",2020-05-27
2020,22,32,180,186,192.019973239581,192.019973239581,"ZACATECAS","ZS",2020-05-27
2020,23,1,127,126.8,166.456247224464,166.456247224464,"AGUASCALIENTES","AS",2020-06-03
2020,23,2,834,423.2,452.086364575129,452.086364575129,"BAJA CALIFORNIA","BC",2020-06-03
2020,23,3,67,71.4,93.3127840744304,93.3127840744304,"BAJA CALIFORNIA SUR","BS",2020-06-03
2020,23,4,154,89,103.034539060415,103.034539060415,"CAMPECHE","CC",2020-06-03
2020,23,5,358,310,351.010598343192,351.010598343192,"COAHUILA","CL",2020-06-03
2020,23,6,103,114,115.561759861802,115.561759861802,"COLIMA","CM",2020-06-03
2020,23,7,1578,512.6,558.939743114404,558.939743114404,"CHIAPAS","CS",2020-06-03
2020,23,8,682,449.2,493.622120238325,493.622120238325,"CHIHUAHUA","CH",2020-06-03
2020,23,9,3655,1321,1357.94515364489,1357.94515364489,"CIUDAD DE MÉXICO","DF",2020-06-03
2020,23,10,222,173.8,199.650434948397,199.650434948397,"DURANGO","DG",2020-06-03
2020,23,11,838,638.6,808.799583839097,808.799583839097,"GUANAJUATO","GT",2020-06-03
2020,23,12,871,464.2,476.788521049582,476.788521049582,"GUERRERO","GR",2020-06-03
2020,23,13,396,305.8,347.497881129654,347.497881129654,"HIDALGO","HG",2020-06-03
2020,23,14,1302,939,1118.53318031841,1118.53318031841,"JALISCO","JC",2020-06-03
2020,23,15,3837,1327,1546.91197882285,1546.91197882285,"MÉXICO","MC",2020-06-03
2020,23,16,650,547.8,638.029161579203,638.029161579203,"MICHOACÁN","MN",2020-06-03
2020,23,17,507,241.4,305.895748831323,305.895748831323,"MORELOS","MS",2020-06-03
2020,23,18,154,129.8,167.529146923675,167.529146923675,"NAYARIT","NT",2020-06-03
2020,23,19,600,455.8,582.75905492368,582.75905492368,"NUEVO LEÓN","NL",2020-06-03
2020,23,20,720,445.8,518.456114524849,518.456114524849,"OAXACA","OC",2020-06-03
2020,23,21,1373,689.2,750.483304862069,750.483304862069,"PUEBLA","PL",2020-06-03
2020,23,22,279,206.8,239.49054123407,239.49054123407,"QUERÉTARO","QT",2020-06-03
2020,23,23,220,127.2,160.013027322094,160.013027322094,"QUINTANA ROO","QR",2020-06-03
2020,23,24,301,304.2,319.795919435143,319.795919435143,"SAN LUIS POTOSÍ","SP",2020-06-03
2020,23,25,716,298.2,293.953798075229,293.953798075229,"SINALOA","SL",2020-06-03
2020,23,26,836,303.6,363.733121110822,363.733121110822,"SONORA","SR",2020-06-03
2020,23,27,560,275,357.99328346481,357.99328346481,"TABASCO","TC",2020-06-03
2020,23,28,382,364.6,385.941153935604,385.941153935604,"TAMAULIPAS","TS",2020-06-03
2020,23,29,300,127.8,150.470013822657,150.470013822657,"TLAXCALA","TL",2020-06-03
2020,23,30,1709,1018.6,1096.77255642883,1096.77255642883,"VERACRUZ","VZ",2020-06-03
2020,23,31,285,282.2,326.54622125843,326.54622125843,"YUCATÁN","YN",2020-06-03
2020,23,32,233,178.4,190.418743387311,190.418743387311,"ZACATECAS","ZS",2020-06-03
2020,24,1,154,120.4,141.92894776914,141.92894776914,"AGUASCALIENTES","AS",2020-06-10
2020,24,2,748,392.6,490.345633517299,490.345633517299,"BAJA CALIFORNIA","BC",2020-06-10
2020,24,3,87,72.2,94.3919709209004,94.3919709209004,"BAJA CALIFORNIA SUR","BS",2020-06-10
2020,24,4,154,84.8,101.691187684967,101.691187684967,"CAMPECHE","CC",2020-06-10
2020,24,5,374,300.8,362.773577177695,362.773577177695,"COAHUILA","CL",2020-06-10
2020,24,6,117,90.6,118.137010964688,118.137010964688,"COLIMA","CM",2020-06-10
2020,24,7,1754,532.6,552.022147827415,552.022147827415,"CHIAPAS","CS",2020-06-10
2020,24,8,630,449,501.694220156348,501.694220156348,"CHIHUAHUA","CH",2020-06-10
2020,24,9,3295,1362.8,1350.00182073919,1350.00182073919,"CIUDAD DE MÉXICO","DF",2020-06-10
2020,24,10,243,171,192.45448140909,192.45448140909,"DURANGO","DG",2020-06-10
2020,24,11,921,659.2,803.396060625508,803.396060625508,"GUANAJUATO","GT",2020-06-10
2020,24,12,799,462.2,427.562258032528,427.562258032528,"GUERRERO","GR",2020-06-10
2020,24,13,390,281,343.408479534752,343.408479534752,"HIDALGO","HG",2020-06-10
2020,24,14,1343,896.8,1086.23776555142,1086.23776555142,"JALISCO","JC",2020-06-10
2020,24,15,3582,1400,1540.21852809605,1540.21852809605,"MÉXICO","MC",2020-06-10
2020,24,16,701,522.2,647.858716806071,647.858716806071,"MICHOACÁN","MN",2020-06-10
2020,24,17,424,256.4,301.307201830301,301.307201830301,"MORELOS","MS",2020-06-10
2020,24,18,142,130.2,166.889553270869,166.889553270869,"NAYARIT","NT",2020-06-10
2020,24,19,639,535.2,593.853738834174,593.853738834174,"NUEVO LEÓN","NL",2020-06-10
2020,24,20,720,423.2,527.447412140872,527.447412140872,"OAXACA","OC",2020-06-10
2020,24,21,1468,673.4,746.721337612409,746.721337612409,"PUEBLA","PL",2020-06-10
2020,24,22,266,199,240.565710553757,240.565710553757,"QUERÉTARO","QT",2020-06-10
2020,24,23,203,146.4,184.447310504171,184.447310504171,"QUINTANA ROO","QR",2020-06-10
2020,24,24,302,284.6,317.916499267595,317.916499267595,"SAN LUIS POTOSÍ","SP",2020-06-10
2020,24,25,804,270.6,292.684010822008,292.684010822008,"SINALOA","SL",2020-06-10
2020,24,26,947,319.4,355.349959198544,355.349959198544,"SONORA","SR",2020-06-10
2020,24,27,559,293,349.765534618295,349.765534618295,"TABASCO","TC",2020-06-10
2020,24,28,473,357.4,377.949595495172,377.949595495172,"TAMAULIPAS","TS",2020-06-10
2020,24,29,317,123,153.208240848014,153.208240848014,"TLAXCALA","TL",2020-06-10
2020,24,30,1743,986.4,1095.66214181512,1095.66214181512,"VERACRUZ","VZ",2020-06-10
2020,24,31,313,253.6,322.787286876008,322.787286876008,"YUCATÁN","YN",2020-06-10
2020,24,32,215,177.2,189.948094264321,189.948094264321,"ZACATECAS","ZS",2020-06-10
2020,25,1,139,111.8,139.936000020173,139.936000020173,"AGUASCALIENTES","AS",2020-06-17
2020,25,2,739,419.4,513.141906525741,513.141906525741,"BAJA CALIFORNIA","BC",2020-06-17
2020,25,3,67,74.4,96.3147765554819,96.3147765554819,"BAJA CALIFORNIA SUR","BS",2020-06-17
2020,25,4,207,87.6,100.606630830749,100.606630830749,"CAMPECHE","CC",2020-06-17
2020,25,5,419,313,358.313125471992,358.313125471992,"COAHUILA","CL",2020-06-17
2020,25,6,120,106.6,130.30065157968,130.30065157968,"COLIMA","CM",2020-06-17
2020,25,7,1823,523.4,567.237121543951,567.237121543951,"CHIAPAS","CS",2020-06-17
2020,25,8,594,496.6,498.855645230573,498.855645230573,"CHIHUAHUA","CH",2020-06-17
2020,25,9,2984,1284.6,1345.95255913358,1345.95255913358,"CIUDAD DE MÉXICO","DF",2020-06-17
2020,25,10,224,191.8,193.001188399071,193.001188399071,"DURANGO","DG",2020-06-17
2020,25,11,1023,646,767.737187680216,767.737187680216,"GUANAJUATO","GT",2020-06-17
2020,25,12,747,421.6,416.158239153489,416.158239153489,"GUERRERO","GR",2020-06-17
2020,25,13,438,282.6,335.17181526557,335.17181526557,"HIDALGO","HG",2020-06-17
2020,25,14,1372,916.8,1046.58058469951,1046.58058469951,"JALISCO","JC",2020-06-17
2020,25,15,3203,1374,1536.40140953508,1536.40140953508,"MÉXICO","MC",2020-06-17
2020,25,16,719,528.8,636.900421060977,636.900421060977,"MICHOACÁN","MN",2020-06-17
2020,25,17,459,239.2,297.059852626505,297.059852626505,"MORELOS","MS",2020-06-17
2020,25,18,180,129.2,160.822328448091,160.822328448091,"NAYARIT","NT",2020-06-17
2020,25,19,719,460.6,595.695299295036,595.695299295036,"NUEVO LEÓN","NL",2020-06-17
2020,25,20,775,431,495.322235106855,495.322235106855,"OAXACA","OC",2020-06-17
2020,25,21,1568,681.4,754.112402338611,754.112402338611,"PUEBLA","PL",2020-06-17
2020,25,22,268,207.2,232.896218598416,232.896218598416,"QUERÉTARO","QT",2020-06-17
2020,25,23,207,152,181.184738034051,181.184738034051,"QUINTANA ROO","QR",2020-06-17
2020,25,24,340,304.4,315.871342362646,315.871342362646,"SAN LUIS POTOSÍ","SP",2020-06-17
2020,25,25,761,280.8,292.018767817986,292.018767817986,"SINALOA","SL",2020-06-17
2020,25,26,1022,294.4,343.903735593117,343.903735593117,"SONORA","SR",2020-06-17
2020,25,27,656,278,339.965945730602,339.965945730602,"TABASCO","TC",2020-06-17
2020,25,28,556,378,380.424587449963,380.424587449963,"TAMAULIPAS","TS",2020-06-17
2020,25,29,324,116.2,156.190570419814,156.190570419814,"TLAXCALA","TL",2020-06-17
2020,25,30,1808,997.2,1128.95064069994,1128.95064069994,"VERACRUZ","VZ",2020-06-17
2020,25,31,333,275.6,318.845115638192,318.845115638192,"YUCATÁN","YN",2020-06-17
2020,25,32,232,168.2,191.419724014592,191.419724014592,"ZACATECAS","ZS",2020-06-17
2020,26,1,133,122.4,156.141141073526,156.141141073526,"AGUASCALIENTES","AS",2020-06-24
2020,26,2,670,416,528.223825192018,528.223825192018,"BAJA CALIFORNIA","BC",2020-06-24
2020,26,3,83,75,93.6196015934306,93.6196015934306,"BAJA CALIFORNIA SUR","BS",2020-06-24
2020,26,4,277,87.8,100.829857637758,100.829857637758,"CAMPECHE","CC",2020-06-24
2020,26,5,496,300.8,363.435191745094,363.435191745094,"COAHUILA","CL",2020-06-24
2020,26,6,107,103.6,130.00209679909,130.00209679909,"COLIMA","CM",2020-06-24
2020,26,7,1863,578.8,570.830085239253,570.830085239253,"CHIAPAS","CS",2020-06-24
2020,26,8,565,476.8,492.734405756093,492.734405756093,"CHIHUAHUA","CH",2020-06-24
2020,26,9,2628,1320.2,1310.82167935804,1310.82167935804,"CIUDAD DE MÉXICO","DF",2020-06-24
2020,26,10,202,178,184.679196961596,184.679196961596,"DURANGO","DG",2020-06-24
2020,26,11,1071,651.8,681.447984180274,681.447984180274,"GUANAJUATO","GT",2020-06-24
2020,26,12,648,441,407.113373681249,407.113373681249,"GUERRERO","GR",2020-06-24
2020,26,13,449,263,330.375620595921,330.375620595921,"HIDALGO","HG",2020-06-24
2020,26,14,1276,844.6,999.735325019494,999.735325019494,"JALISCO","JC",2020-06-24
2020,26,15,3116,1313.8,1552.31428297893,1552.31428297893,"MÉXICO","MC",2020-06-24
2020,26,16,682,503,622.733021019309,622.733021019309,"MICHOACÁN","MN",2020-06-24
2020,26,17,399,241.6,294.905010898485,294.905010898485,"MORELOS","MS",2020-06-24
2020,26,18,189,140.8,161.283051282647,161.283051282647,"NAYARIT","NT",2020-06-24
2020,26,19,748,562,594.637769386302,594.637769386302,"NUEVO LEÓN","NL",2020-06-24
2020,26,20,735,419.6,479.262660985458,479.262660985458,"OAXACA","OC",2020-06-24
2020,26,21,1592,656.2,752.575807116925,752.575807116925,"PUEBLA","PL",2020-06-24
2020,26,22,252,196.2,229.329975112205,229.329975112205,"QUERÉTARO","QT",2020-06-24
2020,26,23,269,140.2,187.422743629168,187.422743629168,"QUINTANA ROO","QR",2020-06-24
2020,26,24,332,286.8,312.621363301807,312.621363301807,"SAN LUIS POTOSÍ","SP",2020-06-24
2020,26,25,745,265.6,294.326633432667,294.326633432667,"SINALOA","SL",2020-06-24
2020,26,26,1065,317.6,322.852749325239,322.852749325239,"SONORA","SR",2020-06-24
2020,26,27,715,275.2,342.77671196672,342.77671196672,"TABASCO","TC",2020-06-24
2020,26,28,789,358.8,388.984545923875,388.984545923875,"TAMAULIPAS","TS",2020-06-24
2020,26,29,319,129.8,157.295078901435,157.295078901435,"TLAXCALA","TL",2020-06-24
2020,26,30,1971,959.8,1116.58603619497,1116.58603619497,"VERACRUZ","VZ",2020-06-24
2020,26,31,450,260.4,298.494895211056,298.494895211056,"YUCATÁN","YN",2020-06-24
2020,26,32,221,171.8,191.229602373001,191.229602373001,"ZACATECAS","ZS",2020-06-24
2020,27,1,168,136.4,150.25527412078,150.25527412078,"AGUASCALIENTES","AS",2020-07-01
2020,27,2,750,390.8,531.738857430328,531.738857430328,"BAJA CALIFORNIA","BC",2020-07-01
2020,27,3,94,72.8,80.9491555695886,80.9491555695886,"BAJA CALIFORNIA SUR","BS",2020-07-01
2020,27,4,347,84,101.637702323249,101.637702323249,"CAMPECHE","CC",2020-07-01
2020,27,5,575,310.8,350.822346667438,350.822346667438,"COAHUILA","CL",2020-07-01
2020,27,6,110,112.8,124.40399189731,124.40399189731,"COLIMA","CM",2020-07-01
2020,27,7,1576,516.6,576.289704749808,576.289704749808,"CHIAPAS","CS",2020-07-01
2020,27,8,585,452.8,499.923197044407,499.923197044407,"CHIHUAHUA","CH",2020-07-01
2020,27,9,2493,1295.4,1310.7368038769,1310.7368038769,"CIUDAD DE MÉXICO","DF",2020-07-01
2020,27,10,244,159.6,180.709414452571,180.709414452571,"DURANGO","DG",2020-07-01
2020,27,11,1344,657.2,754.185724193403,754.185724193403,"GUANAJUATO","GT",2020-07-01
2020,27,12,629,401.4,378.495204103715,378.495204103715,"GUERRERO","GR",2020-07-01
2020,27,13,433,274.6,324.671788475995,324.671788475995,"HIDALGO","HG",2020-07-01
2020,27,14,1378,838,985.747839093863,985.747839093863,"JALISCO","JC",2020-07-01
2020,27,15,3010,1436.2,1518.07963620176,1518.07963620176,"MÉXICO","MC",2020-07-01
2020,27,16,675,480.8,607.176304015875,607.176304015875,"MICHOACÁN","MN",2020-07-01
2020,27,17,372,249.8,292.274587361611,292.274587361611,"MORELOS","MS",2020-07-01
2020,27,18,174,122.4,158.521363841128,158.521363841128,"NAYARIT","NT",2020-07-01
2020,27,19,945,485.6,600.17198431167,600.17198431167,"NUEVO LEÓN","NL",2020-07-01
2020,27,20,879,501,472.503396599134,472.503396599134,"OAXACA","OC",2020-07-01
2020,27,21,1733,707,768.980101438635,768.980101438635,"PUEBLA","PL",2020-07-01
2020,27,22,296,202.6,230.659437752269,230.659437752269,"QUERÉTARO","QT",2020-07-01
2020,27,23,303,141.8,168.847426528475,168.847426528475,"QUINTANA ROO","QR",2020-07-01
2020,27,24,340,280.2,312.470179342709,312.470179342709,"SAN LUIS POTOSÍ","SP",2020-07-01
2020,27,25,782,294.2,306.167436533396,306.167436533396,"SINALOA","SL",2020-07-01
2020,27,26,1027,291,323.37329580655,323.37329580655,"SONORA","SR",2020-07-01
2020,27,27,818,263,337.582552393238,337.582552393238,"TABASCO","TC",2020-07-01
2020,27,28,1154,347.8,386.342399324549,386.342399324549,"TAMAULIPAS","TS",2020-07-01
2020,27,29,404,121.6,158.215970907444,158.215970907444,"TLAXCALA","TL",2020-07-01
2020,27,30,1840,988.2,1098.55224212928,1098.55224212928,"VERACRUZ","VZ",2020-07-01
2020,27,31,465,293.6,324.82070878686,324.82070878686,"YUCATÁN","YN",2020-07-01
2020,27,32,251,194,188.558548308511,188.558548308511,"ZACATECAS","ZS",2020-07-01
2020,28,1,158,119.6,138.103726270584,138.103726270584,"AGUASCALIENTES","AS",2020-07-08
2020,28,2,725,466.4,470.835276269858,470.835276269858,"BAJA CALIFORNIA","BC",2020-07-08
2020,28,3,115,81.2,80.2746630633642,80.2746630633642,"BAJA CALIFORNIA SUR","BS",2020-07-08
2020,28,4,418,90.6,103.156716368271,103.156716368271,"CAMPECHE","CC",2020-07-08
2020,28,5,661,302.6,344.996933320108,344.996933320108,"COAHUILA","CL",2020-07-08
2020,28,6,150,99.4,125.506779692138,125.506779692138,"COLIMA","CM",2020-07-08
2020,28,7,1253,556.6,571.935952402132,571.935952402132,"CHIAPAS","CS",2020-07-08
2020,28,8,719,437.6,498.828449884344,498.828449884344,"CHIHUAHUA","CH",2020-07-08
2020,28,9,2381,1337.6,1309.38867695697,1309.38867695697,"CIUDAD DE MÉXICO","DF",2020-07-08
2020,28,10,263,155.4,176.185808722733,176.185808722733,"DURANGO","DG",2020-07-08
2020,28,11,1320,606.8,760.349082971398,760.349082971398,"GUANAJUATO","GT",2020-07-08
2020,28,12,584,384,377.151414191023,377.151414191023,"GUERRERO","GR",2020-07-08
2020,28,13,456,302.4,333.312338817583,333.312338817583,"HIDALGO","HG",2020-07-08
2020,28,14,1397,850.6,993.673657494715,993.673657494715,"JALISCO","JC",2020-07-08
2020,28,15,2780,1438.2,1507.32735805852,1507.32735805852,"MÉXICO","MC",2020-07-08
2020,28,16,667,509.8,612.086001349153,612.086001349153,"MICHOACÁN","MN",2020-07-08
2020,28,17,346,240,285.15585842402,285.15585842402,"MORELOS","MS",2020-07-08
2020,28,18,168,127.2,144.243294795741,144.243294795741,"NAYARIT","NT",2020-07-08
2020,28,19,1152,498.6,577.660999930735,577.660999930735,"NUEVO LEÓN","NL",2020-07-08
2020,28,20,872,451.6,503.367868283217,503.367868283217,"OAXACA","OC",2020-07-08
2020,28,21,1789,701.8,786.087502117819,786.087502117819,"PUEBLA","PL",2020-07-08
2020,28,22,277,187,215.62358689903,215.62358689903,"QUERÉTARO","QT",2020-07-08
2020,28,23,409,157.6,189.698551613371,189.698551613371,"QUINTANA ROO","QR",2020-07-08
2020,28,24,424,288.8,341.178744697211,341.178744697211,"SAN LUIS POTOSÍ","SP",2020-07-08
2020,28,25,751,273.2,309.695637899426,309.695637899426,"SINALOA","SL",2020-07-08
2020,28,26,1048,295,320.023654592062,320.023654592062,"SONORA","SR",2020-07-08
2020,28,27,884,271.4,336.427386401874,336.427386401874,"TABASCO","TC",2020-07-08
2020,28,28,1207,364.4,390.769903685926,390.769903685926,"TAMAULIPAS","TS",2020-07-08
2020,28,29,471,138.2,153.705560594715,153.705560594715,"TLAXCALA","TL",2020-07-08
2020,28,30,1938,974.8,1106.56817448618,1106.56817448618,"VERACRUZ","VZ",2020-07-08
2020,28,31,571,307.4,337.395167423842,337.395167423842,"YUCATÁN","YN",2020-07-08
2020,28,32,263,176.4,191.703890103408,191.703890103408,"ZACATECAS","ZS",2020-07-08
2020,29,1,187,121.2,143.785338722981,143.785338722981,"AGUASCALIENTES","AS",2020-07-15
2020,29,2,638,427,478.434838005282,478.434838005282,"BAJA CALIFORNIA","BC",2020-07-15
2020,29,3,124,63.4,79.043754289235,79.043754289235,"BAJA CALIFORNIA SUR","BS",2020-07-15
2020,29,4,403,89.4,103.807929838793,103.807929838793,"CAMPECHE","CC",2020-07-15
2020,29,5,684,327.2,341.565003679887,341.565003679887,"COAHUILA","CL",2020-07-15
2020,29,6,172,102,123.856215428656,123.856215428656,"COLIMA","CM",2020-07-15
2020,29,7,1126,544.8,570.442644055947,570.442644055947,"CHIAPAS","CS",2020-07-15
2020,29,8,611,415.4,489.400583776336,489.400583776336,"CHIHUAHUA","CH",2020-07-15
2020,29,9,2286,1285.6,1344.05703035313,1344.05703035313,"CIUDAD DE MÉXICO","DF",2020-07-15
2020,29,10,222,156.2,181.923261696809,181.923261696809,"DURANGO","DG",2020-07-15
2020,29,11,1338,621.6,699.018894139752,699.018894139752,"GUANAJUATO","GT",2020-07-15
2020,29,12,578,417.8,403.593268261363,403.593268261363,"GUERRERO","GR",2020-07-15
2020,29,13,491,288,328.956786546282,328.956786546282,"HIDALGO","HG",2020-07-15
2020,29,14,1434,875.2,987.181336518004,987.181336518004,"JALISCO","JC",2020-07-15
2020,29,15,2686,1473.2,1501.10101556564,1501.10101556564,"MÉXICO","MC",2020-07-15
2020,29,16,739,474.6,617.038895983853,617.038895983853,"MICHOACÁN","MN",2020-07-15
2020,29,17,383,250.2,281.794388582036,281.794388582036,"MORELOS","MS",2020-07-15
2020,29,18,201,138.2,142.844743145451,142.844743145451,"NAYARIT","NT",2020-07-15
2020,29,19,1301,484.8,594.557135105853,594.557135105853,"NUEVO LEÓN","NL",2020-07-15
2020,29,20,825,413.4,507.926133938484,507.926133938484,"OAXACA","OC",2020-07-15
2020,29,21,1867,674.2,787.599887513567,787.599887513567,"PUEBLA","PL",2020-07-15
2020,29,22,271,200.8,227.547319536652,227.547319536652,"QUERÉTARO","QT",2020-07-15
2020,29,23,416,150.4,191.673333527227,191.673333527227,"QUINTANA ROO","QR",2020-07-15
2020,29,24,539,301.2,342.779572956315,342.779572956315,"SAN LUIS POTOSÍ","SP",2020-07-15
2020,29,25,697,245.2,313.014311400405,313.014311400405,"SINALOA","SL",2020-07-15
