"anio_regis","week_regis","ent_regis","deaths_count","channel_endemic_estimation","farrington_estimation_all","farrington_partial","name","abr","date_ref"
2021,5,18,266,138,165.001388734286,164.50992946206,"NAYARIT","NT",2021-01-29
2021,5,19,1474,656.6,841.149123348118,982.153669610911,"NUEVO LEÓN","NL",2021-01-29
2021,5,20,897,538.6,561.157306674838,620.78147882711,"OAXACA","OC",2021-01-29
2021,5,21,2114,860.2,977.72522495533,982.344249048161,"PUEBLA","PL",2021-01-29
2021,5,22,667,235.6,301.564104283146,288.229876138756,"QUERÉTARO","QT",2021-01-29
2021,5,23,211,140.4,190.07060511441,183.715664010946,"QUINTANA ROO","QR",2021-01-29
2021,5,24,650,399.6,399.624228939824,466.855471676998,"SAN LUIS POTOSÍ","SP",2021-01-29
2021,5,25,550,320.6,414.293632499352,378.603492458135,"SINALOA","SL",2021-01-29
2021,5,26,667,395,514.296549759922,426.783351311368,"SONORA","SR",2021-01-29
2021,5,27,383,287.2,362.774706622144,320.683157918251,"TABASCO","TC",2021-01-29
2021,5,28,655,409.4,501.425400266442,552.851427439926,"TAMAULIPAS","TS",2021-01-29
2021,5,29,462,159.8,175.227591056945,176.86750223374,"TLAXCALA","TL",2021-01-29
2021,5,30,1656,1114,1221.92129356264,1206.4006918983,"VERACRUZ","VZ",2021-01-29
2021,5,31,317,282,297.959143759726,297.286142595941,"YUCATÁN","YN",2021-01-29
2021,5,32,438,217.4,291.928991405467,296.823502722509,"ZACATECAS","ZS",2021-01-29
2021,6,1,271,178,176.927168816127,210.185695026475,"AGUASCALIENTES","AS",2021-02-05
2021,6,2,637,470.2,664.669876678315,558.407010126301,"BAJA CALIFORNIA","BC",2021-02-05
2021,6,3,142,87.6,95.5721854031836,94.0674698506942,"BAJA CALIFORNIA SUR","BS",2021-02-05
2021,6,4,130,97.8,125.221769013958,101.304449320866,"CAMPECHE","CC",2021-02-05
2021,6,5,544,439,500.204171318131,437.367808715674,"COAHUILA","CL",2021-02-05
2021,6,6,185,109.8,132.231651297123,109.713061229378,"COLIMA","CM",2021-02-05
2021,6,7,541,554.2,574.130794412212,573.260703273263,"CHIAPAS","CS",2021-02-05
2021,6,8,634,573.6,660.964207229987,591.232472226568,"CHIHUAHUA","CH",2021-02-05
2021,6,9,4338,1637.8,1771.56105929246,1672.14226372334,"CIUDAD DE MÉXICO","DF",2021-02-05
2021,6,10,276,258.4,248.380277415119,266.638160985816,"DURANGO","DG",2021-02-05
2021,6,11,1804,807.2,1003.36350413541,944.718030734468,"GUANAJUATO","GT",2021-02-05
2021,6,12,641,456,398.094794383606,485.501981410677,"GUERRERO","GR",2021-02-05
2021,6,13,757,427,411.464785817099,436.902429286578,"HIDALGO","HG",2021-02-05
2021,6,14,2031,1109,1096.89530904498,1163.4542652144,"JALISCO","JC",2021-02-05
2021,6,15,3921,1764.4,1964.71107410653,1840.6471152436,"MÉXICO","MC",2021-02-05
2021,6,16,1244,624.6,812.866776036621,813.962799811162,"MICHOACÁN","MN",2021-02-05
2021,6,17,677,281.8,356.070940773292,341.297128848144,"MORELOS","MS",2021-02-05
2021,6,18,255,169.2,148.129844165554,164.969940592653,"NAYARIT","NT",2021-02-05
2021,6,19,1195,645,851.659815775398,872.159812181062,"NUEVO LEÓN","NL",2021-02-05
2021,6,20,802,539,542.483490817916,541.525197191568,"OAXACA","OC",2021-02-05
2021,6,21,1876,876.2,891.381386890455,921.076439776043,"PUEBLA","PL",2021-02-05
2021,6,22,569,243.6,273.173805172436,279.847293759075,"QUERÉTARO","QT",2021-02-05
2021,6,23,220,138,186.540970404941,178.697886393731,"QUINTANA ROO","QR",2021-02-05
2021,6,24,577,427,385.391950853577,414.760845662379,"SAN LUIS POTOSÍ","SP",2021-02-05
2021,6,25,500,399.2,412.28406075863,369.088541056581,"SINALOA","SL",2021-02-05
2021,6,26,519,377,492.87273964844,412.307695629015,"SONORA","SR",2021-02-05
2021,6,27,376,317,352.643743468756,313.65673989927,"TABASCO","TC",2021-02-05
2021,6,28,533,467,485.771300159785,490.162384864386,"TAMAULIPAS","TS",2021-02-05
2021,6,29,370,156.8,169.377854696182,175.61744102851,"TLAXCALA","TL",2021-02-05
2021,6,30,1633,1177.6,1197.58087217075,1195.5658939143,"VERACRUZ","VZ",2021-02-05
2021,6,31,400,270.2,287.872670187283,291.184681288102,"YUCATÁN","YN",2021-02-05
2021,6,32,365,285.2,283.55429146015,253.498335036086,"ZACATECAS","ZS",2021-02-05
2021,7,1,213,155.2,171.762875265689,178.630879337997,"AGUASCALIENTES","AS",2021-02-12
2021,7,2,577,433.4,605.184154164598,539.192068686727,"BAJA CALIFORNIA","BC",2021-02-12
2021,7,3,114,73.2,95.8711796225862,108.870275687109,"BAJA CALIFORNIA SUR","BS",2021-02-12
2021,7,4,110,94.4,124.151699419528,100.368559210312,"CAMPECHE","CC",2021-02-12
2021,7,5,518,387.2,482.643541176211,422.566544647567,"COAHUILA","CL",2021-02-12
2021,7,6,167,95.8,132.008246122964,109.515885048906,"COLIMA","CM",2021-02-12
2021,7,7,537,565.8,563.406410237228,566.70336806362,"CHIAPAS","CS",2021-02-12
2021,7,8,658,569,600.122780925273,583.121900869886,"CHIHUAHUA","CH",2021-02-12
2021,7,9,3563,1752.4,1743.30439459858,1604.98630695082,"CIUDAD DE MÉXICO","DF",2021-02-12
2021,7,10,288,238.8,243.621571322127,253.998840066991,"DURANGO","DG",2021-02-12
2021,7,11,1428,838,1007.69576607455,930.61302521998,"GUANAJUATO","GT",2021-02-12
2021,7,12,640,432,395.182826900889,473.931722210597,"GUERRERO","GR",2021-02-12
2021,7,13,610,379.4,391.097114505039,409.480624638626,"HIDALGO","HG",2021-02-12
2021,7,14,1742,1169.4,1057.62348191233,1141.72597048313,"JALISCO","JC",2021-02-12
2021,7,15,3482,1718,1774.03124906152,1790.13228885181,"MÉXICO","MC",2021-02-12
2021,7,16,1064,687.8,803.591809094041,808.620562932452,"MICHOACÁN","MN",2021-02-12
2021,7,17,562,281.2,348.90197070597,334.613001690181,"MORELOS","MS",2021-02-12
2021,7,18,182,143.8,141.896231165188,153.670937290373,"NAYARIT","NT",2021-02-12
2021,7,19,1205,612,808.657941901738,825.175890917871,"NUEVO LEÓN","NL",2021-02-12
2021,7,20,823,540.4,524.161827493763,522.329605364534,"OAXACA","OC",2021-02-12
2021,7,21,1680,863,870.470983027296,912.756674432945,"PUEBLA","PL",2021-02-12
2021,7,22,482,239.6,275.720404537663,262.383156390919,"QUERÉTARO","QT",2021-02-12
2021,7,23,187,141.2,184.713373042564,175.689878344084,"QUINTANA ROO","QR",2021-02-12
2021,7,24,560,380.4,387.818763807562,406.759385424314,"SAN LUIS POTOSÍ","SP",2021-02-12
2021,7,25,477,336.4,401.026017198752,359.466610365804,"SINALOA","SL",2021-02-12
2021,7,26,506,381.4,486.663624135067,410.265194559887,"SONORA","SR",2021-02-12
2021,7,27,319,289,358.206132757459,314.447497689813,"TABASCO","TC",2021-02-12
2021,7,28,577,465,472.511797120618,484.338639265272,"TAMAULIPAS","TS",2021-02-12
2021,7,29,300,153.2,165.111973963888,173.654086151451,"TLAXCALA","TL",2021-02-12
2021,7,30,1514,1123,1153.54225623875,1172.44207444106,"VERACRUZ","VZ",2021-02-12
2021,7,31,374,275.8,283.846405842287,286.058301518549,"YUCATÁN","YN",2021-02-12
2021,7,32,398,235.6,252.20159425399,248.282181119834,"ZACATECAS","ZS",2021-02-12
2021,8,1,228,167.4,172.378176322534,179.470922037272,"AGUASCALIENTES","AS",2021-02-19
2021,8,2,560,467.2,575.206054229063,534.313611937934,"BAJA CALIFORNIA","BC",2021-02-19
2021,8,3,103,85,94.2249325939217,101.767997123031,"BAJA CALIFORNIA SUR","BS",2021-02-19
2021,8,4,122,102.8,121.914279400145,99.5834660107386,"CAMPECHE","CC",2021-02-19
2021,8,5,546,391.8,478.955696767452,420.2411032331,"COAHUILA","CL",2021-02-19
2021,8,6,136,97.4,116.752162317623,122.477032816676,"COLIMA","CM",2021-02-19
2021,8,7,546,546.6,559.201729405841,561.525830754238,"CHIAPAS","CS",2021-02-19
2021,8,8,945,561.6,606.414853209232,591.067399341191,"CHIHUAHUA","CH",2021-02-19
2021,8,9,3662,1725.8,1599.47729881163,1504.34924094251,"CIUDAD DE MÉXICO","DF",2021-02-19
2021,8,10,310,240,240.182074539816,249.532075624173,"DURANGO","DG",2021-02-19
2021,8,11,1352,759.2,986.05341723627,846.082214699724,"GUANAJUATO","GT",2021-02-19
2021,8,12,577,438.4,383.089509397458,459.795483547596,"GUERRERO","GR",2021-02-19
2021,8,13,549,382.4,378.756460167468,396.812391178345,"HIDALGO","HG",2021-02-19
2021,8,14,1575,1157.6,1040.49936547181,1135.30869174984,"JALISCO","JC",2021-02-19
2021,8,15,3074,1659.2,1707.80879039049,1761.12347345681,"MÉXICO","MC",2021-02-19
2021,8,16,1015,746,794.015045008937,803.050033345606,"MICHOACÁN","MN",2021-02-19
2021,8,17,558,276.6,344.416620020834,303.139841650854,"MORELOS","MS",2021-02-19
2021,8,18,178,156.4,139.831032315995,150.179277370036,"NAYARIT","NT",2021-02-19
2021,8,19,1112,683.4,781.0519708558,772.902863012488,"NUEVO LEÓN","NL",2021-02-19
2021,8,20,809,463.6,530.658970756405,526.548244419135,"OAXACA","OC",2021-02-19
2021,8,21,1612,859.6,842.523987972598,838.122994708739,"PUEBLA","PL",2021-02-19
2021,8,22,472,262.8,269.181874641667,259.355293176296,"QUERÉTARO","QT",2021-02-19
2021,8,23,199,159.8,180.90933771831,172.611711551078,"QUINTANA ROO","QR",2021-02-19
2021,8,24,519,356.2,416.917883265356,409.316235441505,"SAN LUIS POTOSÍ","SP",2021-02-19
2021,8,25,451,355.6,403.204669449153,358.683539467736,"SINALOA","SL",2021-02-19
2021,8,26,460,357.4,492.099576520622,414.250791683282,"SONORA","SR",2021-02-19
2021,8,27,323,266.4,346.606243218457,302.474257353928,"TABASCO","TC",2021-02-19
2021,8,28,574,446.8,470.165711704566,478.357483784183,"TAMAULIPAS","TS",2021-02-19
2021,8,29,286,160.8,161.918926726563,152.85185681191,"TLAXCALA","TL",2021-02-19
2021,8,30,1475,1075.4,1162.21116203155,1146.98128479404,"VERACRUZ","VZ",2021-02-19
2021,8,31,343,267.4,275.754680914972,280.568472204184,"YUCATÁN","YN",2021-02-19
2021,8,32,371,207.8,252.308384577928,247.989498327646,"ZACATECAS","ZS",2021-02-19
2021,9,1,208,146,173.501709111842,183.068238676093,"AGUASCALIENTES","AS",2021-02-26
2021,9,2,523,465,571.925809120507,556.780858767679,"BAJA CALIFORNIA","BC",2021-02-26
2021,9,3,107,84,95.7095585609167,92.6407488105594,"BAJA CALIFORNIA SUR","BS",2021-02-26
2021,9,4,110,89,118.347235640882,97.618537732466,"CAMPECHE","CC",2021-02-26
2021,9,5,365,350.4,463.267955132997,420.556580310287,"COAHUILA","CL",2021-02-26
2021,9,6,130,94.4,115.982333035715,124.874849830145,"COLIMA","CM",2021-02-26
2021,9,7,512,521,563.177809116401,568.14142736513,"CHIAPAS","CS",2021-02-26
2021,9,8,600,552.6,605.831661588752,593.638839641798,"CHIHUAHUA","CH",2021-02-26
2021,9,9,3185,1645,1568.36467884182,1526.72745271604,"CIUDAD DE MÉXICO","DF",2021-02-26
2021,9,10,243,231.6,235.525383141639,267.370689671851,"DURANGO","DG",2021-02-26
2021,9,11,1166,772.8,924.541676721794,828.234953570353,"GUANAJUATO","GT",2021-02-26
2021,9,12,507,430.6,384.59789422669,478.090380545639,"GUERRERO","GR",2021-02-26
2021,9,13,494,354,374.787718920183,404.926744929613,"HIDALGO","HG",2021-02-26
2021,9,14,1391,1074.2,1030.10726797372,1107.41451863972,"JALISCO","JC",2021-02-26
2021,9,15,2855,1652,1666.72397449207,1734.49906414715,"MÉXICO","MC",2021-02-26
2021,9,16,853,613.8,790.72511570105,818.043931548464,"MICHOACÁN","MN",2021-02-26
2021,9,17,578,279.2,344.659380014827,311.096479968686,"MORELOS","MS",2021-02-26
2021,9,18,169,156,141.150446538547,172.082382420668,"NAYARIT","NT",2021-02-26
2021,9,19,809,577.6,779.774060098202,812.327122848328,"NUEVO LEÓN","NL",2021-02-26
2021,9,20,707,493.2,537.141585967938,533.420731161162,"OAXACA","OC",2021-02-26
2021,9,21,1503,850.2,836.562098259696,886.700015108847,"PUEBLA","PL",2021-02-26
2021,9,22,427,247.8,268.550704768531,259.433940301089,"QUERÉTARO","QT",2021-02-26
2021,9,23,140,137.2,179.516336892576,181.088987473644,"QUINTANA ROO","QR",2021-02-26
2021,9,24,451,377,412.039575164445,418.54011369386,"SAN LUIS POTOSÍ","SP",2021-02-26
2021,9,25,405,313,398.169373140944,366.606462565579,"SINALOA","SL",2021-02-26
2021,9,26,461,370.8,472.411361232998,404.45237802733,"SONORA","SR",2021-02-26
2021,9,27,324,258,356.867942488202,353.063013898405,"TABASCO","TC",2021-02-26
2021,9,28,492,432.2,471.9197193984,659.640385240014,"TAMAULIPAS","TS",2021-02-26
2021,9,29,239,164.8,138.192518783783,147.077683944471,"TLAXCALA","TL",2021-02-26
2021,9,30,1350,1051.8,1182.38564408897,1138.10669417542,"VERACRUZ","VZ",2021-02-26
2021,9,31,389,262,291.306004384715,276.29681156067,"YUCATÁN","YN",2021-02-26
2021,9,32,297,197,253.672880770241,253.700482540235,"ZACATECAS","ZS",2021-02-26
2021,10,1,192,163.8,173.975372009879,182.697348449666,"AGUASCALIENTES","AS",2021-03-05
2021,10,2,505,444.4,550.566441666393,544.954115292476,"BAJA CALIFORNIA","BC",2021-03-05
2021,10,3,83,81,92.8098630217202,90.9383960348682,"BAJA CALIFORNIA SUR","BS",2021-03-05
2021,10,4,103,81.6,99.483903158632,97.1293896356034,"CAMPECHE","CC",2021-03-05
2021,10,5,379,377.2,403.600387173066,409.345580635554,"COAHUILA","CL",2021-03-05
2021,10,6,139,104.6,112.765713791304,122.461965812537,"COLIMA","CM",2021-03-05
2021,10,7,478,535.4,562.05269746473,578.373463280067,"CHIAPAS","CS",2021-03-05
2021,10,8,556,554.6,604.279354437729,592.019793299414,"CHIHUAHUA","CH",2021-03-05
2021,10,9,2920,1614.4,1627.77009717963,1542.89806570246,"CIUDAD DE MÉXICO","DF",2021-03-05
2021,10,10,184,204.8,240.631144003817,268.864947517833,"DURANGO","DG",2021-03-05
2021,10,11,1012,742.4,901.10045211404,818.213916960934,"GUANAJUATO","GT",2021-03-05
2021,10,12,442,408.4,414.608627177944,503.601146364287,"GUERRERO","GR",2021-03-05
2021,10,13,386,348,365.861199318191,393.445892071667,"HIDALGO","HG",2021-03-05
2021,10,14,1290,992.2,998.774443626288,1066.36135347726,"JALISCO","JC",2021-03-05
2021,10,15,2552,1579,1657.94949507295,1711.17426124081,"MÉXICO","MC",2021-03-05
2021,10,16,816,616.4,801.415689223496,836.206690940842,"MICHOACÁN","MN",2021-03-05
2021,10,17,548,302.8,356.898901398439,315.523485550167,"MORELOS","MS",2021-03-05
2021,10,18,149,149.6,143.782389518114,167.899391279528,"NAYARIT","NT",2021-03-05
2021,10,19,812,571.4,870.966303147567,890.0596575903,"NUEVO LEÓN","NL",2021-03-05
2021,10,20,698,467.8,553.642188853777,547.636844640633,"OAXACA","OC",2021-03-05
2021,10,21,1402,796.6,821.115731090709,868.017954831383,"PUEBLA","PL",2021-03-05
2021,10,22,454,227.4,258.238359249009,253.851337113016,"QUERÉTARO","QT",2021-03-05
2021,10,23,152,152.2,176.49496743357,177.633759324665,"QUINTANA ROO","QR",2021-03-05
2021,10,24,382,345.4,392.278780336849,404.061636245374,"SAN LUIS POTOSÍ","SP",2021-03-05
2021,10,25,382,320.4,366.574811018106,371.419233382128,"SINALOA","SL",2021-03-05
2021,10,26,387,365,468.282363576158,434.601588689969,"SONORA","SR",2021-03-05
2021,10,27,295,287.2,353.750228137993,312.27369546146,"TABASCO","TC",2021-03-05
2021,10,28,395,406.2,470.424668116266,535.567763364517,"TAMAULIPAS","TS",2021-03-05
2021,10,29,202,154.2,133.450781024945,152.700191785979,"TLAXCALA","TL",2021-03-05
2021,10,30,1252,1046,1188.84646608544,1146.36352895307,"VERACRUZ","VZ",2021-03-05
2021,10,31,333,242.4,275.506812930809,274.036990591128,"YUCATÁN","YN",2021-03-05
2021,10,32,267,220.2,239.492610457016,242.92297050411,"ZACATECAS","ZS",2021-03-05
2021,11,1,154,124.8,171.119672213452,179.905062922789,"AGUASCALIENTES","AS",2021-03-12
2021,11,2,527,457.2,567.587112687194,561.374996832281,"BAJA CALIFORNIA","BC",2021-03-12
2021,11,3,103,72,93.6928625030103,92.3123508507519,"BAJA CALIFORNIA SUR","BS",2021-03-12
2021,11,4,100,95.4,99.7241471617416,97.4491374885203,"CAMPECHE","CC",2021-03-12
2021,11,5,381,308.2,439.148231698141,398.949767493675,"COAHUILA","CL",2021-03-12
2021,11,6,109,102,112.115539451133,129.839923297192,"COLIMA","CM",2021-03-12
2021,11,7,512,497.4,565.596782440103,576.230484626316,"CHIAPAS","CS",2021-03-12
2021,11,8,543,522.8,592.951619941018,578.681349516929,"CHIHUAHUA","CH",2021-03-12
2021,11,9,2520,1639.2,1600.24890381613,1522.50413880211,"CIUDAD DE MÉXICO","DF",2021-03-12
2021,11,10,202,217.4,230.064039553264,259.766184105905,"DURANGO","DG",2021-03-12
2021,11,11,922,740.6,868.51289179194,792.284083531888,"GUANAJUATO","GT",2021-03-12
2021,11,12,425,419.2,406.444080002665,507.172254599133,"GUERRERO","GR",2021-03-12
2021,11,13,434,315.6,363.835743568159,389.476597867676,"HIDALGO","HG",2021-03-12
2021,11,14,1143,945.6,983.694766948017,1021.14075079055,"JALISCO","JC",2021-03-12
2021,11,15,2433,1667.4,1657.40409559213,1697.25397113796,"MÉXICO","MC",2021-03-12
2021,11,16,734,595.6,725.090921970736,762.746020365796,"MICHOACÁN","MN",2021-03-12
2021,11,17,550,269,339.876641570748,310.600805496616,"MORELOS","MS",2021-03-12
2021,11,18,148,137.2,140.555048173445,168.544633618194,"NAYARIT","NT",2021-03-12
2021,11,19,747,494.8,846.790321965402,845.138070882253,"NUEVO LEÓN","NL",2021-03-12
2021,11,20,696,485,539.754617720171,532.490664205896,"OAXACA","OC",2021-03-12
2021,11,21,1356,811.4,804.672114621814,839.029250253608,"PUEBLA","PL",2021-03-12
2021,11,22,434,215.2,246.653787579074,243.620155378455,"QUERÉTARO","QT",2021-03-12
2021,11,23,157,130.2,183.778463837494,177.848307537472,"QUINTANA ROO","QR",2021-03-12
2021,11,24,313,330.2,376.114736588761,389.747840364827,"SAN LUIS POTOSÍ","SP",2021-03-12
2021,11,25,414,289,370.699540167644,377.193154282357,"SINALOA","SL",2021-03-12
2021,11,26,378,360.8,463.602458551296,426.543076338636,"SONORA","SR",2021-03-12
2021,11,27,324,250.6,355.852119563874,354.867361353931,"TABASCO","TC",2021-03-12
2021,11,28,438,361,460.206657613848,524.082230774124,"TAMAULIPAS","TS",2021-03-12
2021,11,29,191,147,127.821786728722,163.819700867712,"TLAXCALA","TL",2021-03-12
2021,11,30,1282,1082.4,1107.94897882373,1135.34448550808,"VERACRUZ","VZ",2021-03-12
2021,11,31,343,255.6,275.718565819759,272.702048401692,"YUCATÁN","YN",2021-03-12
2021,11,32,272,198.6,257.356060392733,235.739078680724,"ZACATECAS","ZS",2021-03-12
2021,12,1,172,144.4,165.81781784681,175.193295759947,"AGUASCALIENTES","AS",2021-03-19
2021,12,2,467,440,580.453593192406,550.220379342479,"BAJA CALIFORNIA","BC",2021-03-19
2021,12,3,101,83.4,93.5847923054485,91.4313138390269,"BAJA CALIFORNIA SUR","BS",2021-03-19
2021,12,4,100,90.8,96.6757433278179,89.7695563790074,"CAMPECHE","CC",2021-03-19
2021,12,5,315,348,440.83849177769,390.559613515373,"COAHUILA","CL",2021-03-19
2021,12,6,112,96.8,112.400249246267,137.723261179196,"COLIMA","CM",2021-03-19
2021,12,7,483,537.8,565.36873060928,574.400307066346,"CHIAPAS","CS",2021-03-19
2021,12,8,587,520.8,638.025353279171,561.97702671936,"CHIHUAHUA","CH",2021-03-19
2021,12,9,2392,1460.4,1584.61904724196,1519.77829963356,"CIUDAD DE MÉXICO","DF",2021-03-19
2021,12,10,181,195,235.111953775398,259.553358836109,"DURANGO","DG",2021-03-19
2021,12,11,935,696.4,837.79893178587,810.996703412631,"GUANAJUATO","GT",2021-03-19
2021,12,12,410,412,480.824062448528,511.701186924023,"GUERRERO","GR",2021-03-19
2021,12,13,414,313.6,357.476055423159,376.785942595299,"HIDALGO","HG",2021-03-19
2021,12,14,1098,937.6,917.219092421661,992.062004763907,"JALISCO","JC",2021-03-19
2021,12,15,2250,1532,1672.34717138447,1685.82484825474,"MÉXICO","MC",2021-03-19
2021,12,16,669,612.6,719.142425051169,756.221246138792,"MICHOACÁN","MN",2021-03-19
2021,12,17,492,284.2,351.340127770171,308.214022578155,"MORELOS","MS",2021-03-19
2021,12,18,134,142.4,158.912427633208,168.967050486758,"NAYARIT","NT",2021-03-19
2021,12,19,646,606.4,879.311874073238,859.627697631993,"NUEVO LEÓN","NL",2021-03-19
2021,12,20,582,449.8,541.830127461872,544.65310159591,"OAXACA","OC",2021-03-19
2021,12,21,1234,778.8,811.78616271922,827.129408070329,"PUEBLA","PL",2021-03-19
2021,12,22,346,214.2,237.884895782389,220.812646752808,"QUERÉTARO","QT",2021-03-19
2021,12,23,168,148.8,184.496406769088,176.431978247686,"QUINTANA ROO","QR",2021-03-19
2021,12,24,359,369.2,374.822520372589,386.276710367639,"SAN LUIS POTOSÍ","SP",2021-03-19
2021,12,25,383,321.4,457.727522544057,388.773473215696,"SINALOA","SL",2021-03-19
2021,12,26,398,341.2,452.920326410092,416.965591951352,"SONORA","SR",2021-03-19
2021,12,27,320,283.8,369.634445752899,366.34801357653,"TABASCO","TC",2021-03-19
2021,12,28,400,435.8,470.453843334106,625.929198624706,"TAMAULIPAS","TS",2021-03-19
2021,12,29,175,141.8,128.323787093431,160.675612320089,"TLAXCALA","TL",2021-03-19
2021,12,30,1245,1066,1116.37437969453,1124.65093511102,"VERACRUZ","VZ",2021-03-19
2021,12,31,312,252.4,283.734869451838,274.646656343452,"YUCATÁN","YN",2021-03-19
2021,12,32,230,219.6,266.680718497887,237.704411931296,"ZACATECAS","ZS",2021-03-19
2021,13,1,168,153.2,161.296650869907,169.324634476126,"AGUASCALIENTES","AS",2021-03-26
2021,13,2,508,416.6,611.907981008643,532.972649522276,"BAJA CALIFORNIA","BC",2021-03-26
2021,13,3,92,87.8,92.8733847819382,90.1866281013234,"BAJA CALIFORNIA SUR","BS",2021-03-26
2021,13,4,95,94.8,100.421717960473,88.0220921266079,"CAMPECHE","CC",2021-03-26
2021,13,5,334,329,432.764565370775,378.653726003972,"COAHUILA","CL",2021-03-26
2021,13,6,114,85,112.914580842225,140.32217861138,"COLIMA","CM",2021-03-26
2021,13,7,439,575.2,572.41134962012,582.490905740541,"CHIAPAS","CS",2021-03-26
2021,13,8,633,508.8,636.651224287387,543.141039309333,"CHIHUAHUA","CH",2021-03-26
2021,13,9,2191,1451.4,1609.43050989997,1555.09662421935,"CIUDAD DE MÉXICO","DF",2021-03-26
2021,13,10,187,212.2,235.776691708052,257.493120143562,"DURANGO","DG",2021-03-26
2021,13,11,851,708.2,833.82100750637,804.650582173971,"GUANAJUATO","GT",2021-03-26
2021,13,12,444,425.4,498.380663659254,529.999832609261,"GUERRERO","GR",2021-03-26
2021,13,13,371,319.4,357.695769796571,372.540371944432,"HIDALGO","HG",2021-03-26
2021,13,14,1129,887,900.593042960369,977.689655774326,"JALISCO","JC",2021-03-26
2021,13,15,2066,1521.8,1785.3738550379,1755.92637332923,"MÉXICO","MC",2021-03-26
2021,13,16,732,610.2,731.047618430744,767.773169943731,"MICHOACÁN","MN",2021-03-26
2021,13,17,414,280.8,362.904080267354,306.781143467003,"MORELOS","MS",2021-03-26
2021,13,18,145,125.8,158.023380194747,166.539304546798,"NAYARIT","NT",2021-03-26
2021,13,19,593,536.4,728.587297492132,695.208859246557,"NUEVO LEÓN","NL",2021-03-26
2021,13,20,604,435,539.199418805883,544.117595991415,"OAXACA","OC",2021-03-26
2021,13,21,1168,719.6,812.717832240088,808.991909506393,"PUEBLA","PL",2021-03-26
2021,13,22,317,208,232.33906274476,229.653640884559,"QUERÉTARO","QT",2021-03-26
2021,13,23,201,136.2,187.445585019136,170.570703868038,"QUINTANA ROO","QR",2021-03-26
2021,13,24,308,356.4,358.998734884871,370.61087204306,"SAN LUIS POTOSÍ","SP",2021-03-26
2021,13,25,390,310.2,400.580892857148,393.509684919601,"SINALOA","SL",2021-03-26
2021,13,26,442,319.2,441.686033096001,400.27220667997,"SONORA","SR",2021-03-26
2021,13,27,315,298.2,384.245948302169,324.393856273322,"TABASCO","TC",2021-03-26
2021,13,28,390,377.4,462.632928556245,510.270408917069,"TAMAULIPAS","TS",2021-03-26
2021,13,29,200,146.4,129.103273372885,155.151168347118,"TLAXCALA","TL",2021-03-26
2021,13,30,1139,1100.2,1203.89990866753,1111.8068449988,"VERACRUZ","VZ",2021-03-26
2021,13,31,352,251.8,314.901499188233,271.336792779277,"YUCATÁN","YN",2021-03-26
2021,13,32,269,224.2,238.098869918761,237.240788167883,"ZACATECAS","ZS",2021-03-26
2021,14,1,149,142.6,168.563454383394,169.083521854162,"AGUASCALIENTES","AS",2021-04-02
2021,14,2,444,454.2,713.772230757369,535.411361119575,"BAJA CALIFORNIA","BC",2021-04-02
2021,14,3,103,70.8,89.5704009452999,87.1338249591724,"BAJA CALIFORNIA SUR","BS",2021-04-02
2021,14,4,90,93.4,104.058816811154,91.1133060177877,"CAMPECHE","CC",2021-04-02
2021,14,5,354,348.6,427.694766139883,372.324845258772,"COAHUILA","CL",2021-04-02
2021,14,6,109,107.2,112.842069045156,140.193039255269,"COLIMA","CM",2021-04-02
2021,14,7,540,561.6,581.479164050979,588.221185807921,"CHIAPAS","CS",2021-04-02
2021,14,8,656,480.8,668.24299997091,537.92718766884,"CHIHUAHUA","CH",2021-04-02
2021,14,9,1998,1473.6,1904.61659949232,1512.81866111325,"CIUDAD DE MÉXICO","DF",2021-04-02
2021,14,10,221,212.4,234.691297570571,256.438479503648,"DURANGO","DG",2021-04-02
2021,14,11,817,674.2,757.997374161159,802.37514638612,"GUANAJUATO","GT",2021-04-02
2021,14,12,389,468.8,503.585855775143,532.371344304233,"GUERRERO","GR",2021-04-02
2021,14,13,386,343.2,354.836105260582,366.998076697981,"HIDALGO","HG",2021-04-02
2021,14,14,1099,917,878.569359721997,989.058603316332,"JALISCO","JC",2021-04-02
2021,14,15,1984,1554.2,1931.23889586952,1758.19381909521,"MÉXICO","MC",2021-04-02
2021,14,16,740,593.8,729.572178835381,765.582669107755,"MICHOACÁN","MN",2021-04-02
2021,14,17,461,268,381.976460881331,306.217501637798,"MORELOS","MS",2021-04-02
2021,14,18,151,148.8,161.076815479878,166.305450142644,"NAYARIT","NT",2021-04-02
2021,14,19,651,488.4,722.727766655834,690.775901857385,"NUEVO LEÓN","NL",2021-04-02
2021,14,20,535,505,533.638143551619,540.881718959983,"OAXACA","OC",2021-04-02
2021,14,21,1141,742.2,886.963899335336,847.352698846577,"PUEBLA","PL",2021-04-02
2021,14,22,326,209.2,232.355390924095,228.03704887185,"QUERÉTARO","QT",2021-04-02
2021,14,23,175,150.6,202.563796361656,168.766959838708,"QUINTANA ROO","QR",2021-04-02
2021,14,24,297,331.2,354.896253522039,400.340298349947,"SAN LUIS POTOSÍ","SP",2021-04-02
2021,14,25,377,335,414.378619712449,400.246197096389,"SINALOA","SL",2021-04-02
2021,14,26,437,355.4,437.872008557543,392.021697580256,"SONORA","SR",2021-04-02
