"date_ref","ent_regis","metric","deaths"
2020-04-29,"District of Columbia","deaths_count",215
2020-04-29,"District of Columbia","channel_endemic_estimation",126.4
2020-04-29,"District of Columbia","farrington_estimation_all",134.816623190016
2020-04-29,"District of Columbia","farrington_partial",134.816623190016
2020-05-06,"District of Columbia","deaths_count",214
2020-05-06,"District of Columbia","channel_endemic_estimation",113
2020-05-06,"District of Columbia","farrington_estimation_all",135.394307327802
2020-05-06,"District of Columbia","farrington_partial",135.394307327802
2020-05-13,"District of Columbia","deaths_count",185
2020-05-13,"District of Columbia","channel_endemic_estimation",117.8
2020-05-13,"District of Columbia","farrington_estimation_all",133.0368861399
2020-05-13,"District of Columbia","farrington_partial",133.0368861399
2020-05-20,"District of Columbia","deaths_count",181
2020-05-20,"District of Columbia","channel_endemic_estimation",113.6
2020-05-20,"District of Columbia","farrington_estimation_all",128.239598801115
2020-05-20,"District of Columbia","farrington_partial",128.239598801115
2020-05-27,"District of Columbia","deaths_count",169
2020-05-27,"District of Columbia","channel_endemic_estimation",120.4
2020-05-27,"District of Columbia","farrington_estimation_all",127.707372939074
2020-05-27,"District of Columbia","farrington_partial",127.707372939074
2020-06-03,"District of Columbia","deaths_count",149
2020-06-03,"District of Columbia","channel_endemic_estimation",119.6
2020-06-03,"District of Columbia","farrington_estimation_all",127.752764377709
2020-06-03,"District of Columbia","farrington_partial",127.752764377709
2020-06-10,"District of Columbia","deaths_count",147
2020-06-10,"District of Columbia","channel_endemic_estimation",112.6
2020-06-10,"District of Columbia","farrington_estimation_all",128.26294642166
2020-06-10,"District of Columbia","farrington_partial",128.26294642166
2020-06-17,"District of Columbia","deaths_count",132
2020-06-17,"District of Columbia","channel_endemic_estimation",118.2
2020-06-17,"District of Columbia","farrington_estimation_all",128.555280457456
2020-06-17,"District of Columbia","farrington_partial",128.555280457456
2020-06-24,"District of Columbia","deaths_count",130
2020-06-24,"District of Columbia","channel_endemic_estimation",125.2
2020-06-24,"District of Columbia","farrington_estimation_all",130.025346586367
2020-06-24,"District of Columbia","farrington_partial",130.025346586367
2020-07-01,"District of Columbia","deaths_count",122
2020-07-01,"District of Columbia","channel_endemic_estimation",112.6
2020-07-01,"District of Columbia","farrington_estimation_all",128.92359125613
2020-07-01,"District of Columbia","farrington_partial",128.92359125613
2020-07-08,"District of Columbia","deaths_count",138
2020-07-08,"District of Columbia","channel_endemic_estimation",115.6
2020-07-08,"District of Columbia","farrington_estimation_all",131.626851846837
2020-07-08,"District of Columbia","farrington_partial",131.626851846837
2020-07-15,"District of Columbia","deaths_count",121
2020-07-15,"District of Columbia","channel_endemic_estimation",122.2
2020-07-15,"District of Columbia","farrington_estimation_all",131.822617777278
2020-07-15,"District of Columbia","farrington_partial",131.822617777278
2020-07-22,"District of Columbia","deaths_count",123
2020-07-22,"District of Columbia","channel_endemic_estimation",122.4
2020-07-22,"District of Columbia","farrington_estimation_all",130.607914957177
2020-07-22,"District of Columbia","farrington_partial",130.607914957177
2020-07-29,"District of Columbia","deaths_count",130
2020-07-29,"District of Columbia","channel_endemic_estimation",122.2
2020-07-29,"District of Columbia","farrington_estimation_all",130.81015508065
2020-07-29,"District of Columbia","farrington_partial",130.81015508065
2020-08-05,"District of Columbia","deaths_count",118
2020-08-05,"District of Columbia","channel_endemic_estimation",121.4
2020-08-05,"District of Columbia","farrington_estimation_all",131.300210023729
2020-08-05,"District of Columbia","farrington_partial",131.300210023729
2020-08-12,"District of Columbia","deaths_count",117
2020-08-12,"District of Columbia","channel_endemic_estimation",121
2020-08-12,"District of Columbia","farrington_estimation_all",129.942341856574
2020-08-12,"District of Columbia","farrington_partial",129.942341856574
2020-08-19,"District of Columbia","deaths_count",113
2020-08-19,"District of Columbia","channel_endemic_estimation",112.2
2020-08-19,"District of Columbia","farrington_estimation_all",130.199676884885
2020-08-19,"District of Columbia","farrington_partial",130.199676884885
2020-08-26,"District of Columbia","deaths_count",140
2020-08-26,"District of Columbia","channel_endemic_estimation",116.6
2020-08-26,"District of Columbia","farrington_estimation_all",132.846306093827
2020-08-26,"District of Columbia","farrington_partial",132.846306093827
2020-09-02,"District of Columbia","deaths_count",143
2020-09-02,"District of Columbia","channel_endemic_estimation",114.8
2020-09-02,"District of Columbia","farrington_estimation_all",134.013287066928
2020-09-02,"District of Columbia","farrington_partial",134.013287066928
2020-09-09,"District of Columbia","deaths_count",125
2020-09-09,"District of Columbia","channel_endemic_estimation",113.4
2020-09-09,"District of Columbia","farrington_estimation_all",132.53836956968
2020-09-09,"District of Columbia","farrington_partial",132.53836956968
2020-09-16,"District of Columbia","deaths_count",109
2020-09-16,"District of Columbia","channel_endemic_estimation",124.8
2020-09-16,"District of Columbia","farrington_estimation_all",134.353834627979
2020-09-16,"District of Columbia","farrington_partial",134.353834627979
2020-09-23,"District of Columbia","deaths_count",112
2020-09-23,"District of Columbia","channel_endemic_estimation",125.6
2020-09-23,"District of Columbia","farrington_estimation_all",136.280123240188
2020-09-23,"District of Columbia","farrington_partial",136.280123240188
2020-09-30,"District of Columbia","deaths_count",138
2020-09-30,"District of Columbia","channel_endemic_estimation",119.6
2020-09-30,"District of Columbia","farrington_estimation_all",137.464302270781
2020-09-30,"District of Columbia","farrington_partial",137.464302270781
2020-10-07,"District of Columbia","deaths_count",146
2020-10-07,"District of Columbia","channel_endemic_estimation",123.2
2020-10-07,"District of Columbia","farrington_estimation_all",138.308803543623
2020-10-07,"District of Columbia","farrington_partial",138.308803543623
2020-10-14,"District of Columbia","deaths_count",118
2020-10-14,"District of Columbia","channel_endemic_estimation",128.6
2020-10-14,"District of Columbia","farrington_estimation_all",138.878512374133
2020-10-14,"District of Columbia","farrington_partial",138.878512374133
2020-10-21,"District of Columbia","deaths_count",105
2020-10-21,"District of Columbia","channel_endemic_estimation",133.4
2020-10-21,"District of Columbia","farrington_estimation_all",138.626850423861
2020-10-21,"District of Columbia","farrington_partial",138.626850423861
2020-10-28,"District of Columbia","deaths_count",128
2020-10-28,"District of Columbia","channel_endemic_estimation",128.8
2020-10-28,"District of Columbia","farrington_estimation_all",153.650061405127
2020-10-28,"District of Columbia","farrington_partial",153.650061405127
2020-11-04,"District of Columbia","deaths_count",137
2020-11-04,"District of Columbia","channel_endemic_estimation",134
2020-11-04,"District of Columbia","farrington_estimation_all",138.713986143818
2020-11-04,"District of Columbia","farrington_partial",138.713986143818
2020-11-11,"District of Columbia","deaths_count",130
2020-11-11,"District of Columbia","channel_endemic_estimation",123
2020-11-11,"District of Columbia","farrington_estimation_all",142.293246622947
2020-11-11,"District of Columbia","farrington_partial",142.293246622947
2020-11-18,"District of Columbia","deaths_count",135
2020-11-18,"District of Columbia","channel_endemic_estimation",122.6
2020-11-18,"District of Columbia","farrington_estimation_all",139.838558540234
2020-11-18,"District of Columbia","farrington_partial",139.838558540234
2020-11-25,"District of Columbia","deaths_count",120
2020-11-25,"District of Columbia","channel_endemic_estimation",130.4
2020-11-25,"District of Columbia","farrington_estimation_all",142.767920693149
2020-11-25,"District of Columbia","farrington_partial",142.767920693149
2020-12-02,"District of Columbia","deaths_count",153
2020-12-02,"District of Columbia","channel_endemic_estimation",141.4
2020-12-02,"District of Columbia","farrington_estimation_all",143.175119984267
2020-12-02,"District of Columbia","farrington_partial",143.175119984267
2020-12-09,"District of Columbia","deaths_count",175
2020-12-09,"District of Columbia","channel_endemic_estimation",122
2020-12-09,"District of Columbia","farrington_estimation_all",146.693473218268
2020-12-09,"District of Columbia","farrington_partial",146.693473218268
2020-12-16,"District of Columbia","deaths_count",144
2020-12-16,"District of Columbia","channel_endemic_estimation",140.6
2020-12-16,"District of Columbia","farrington_estimation_all",150.084770062392
2020-12-16,"District of Columbia","farrington_partial",150.084770062392
2020-12-23,"District of Columbia","deaths_count",165
2020-12-23,"District of Columbia","channel_endemic_estimation",140.6
2020-12-23,"District of Columbia","farrington_estimation_all",150.44711878968
2020-12-23,"District of Columbia","farrington_partial",150.44711878968
2021-01-01,"District of Columbia","deaths_count",173
2021-01-01,"District of Columbia","channel_endemic_estimation",148.2
2021-01-01,"District of Columbia","farrington_estimation_all",151.863409187746
2021-01-01,"District of Columbia","farrington_partial",145.361406739041
2021-01-08,"District of Columbia","deaths_count",172
2021-01-08,"District of Columbia","channel_endemic_estimation",151.2
2021-01-08,"District of Columbia","farrington_estimation_all",150.625898479602
2021-01-08,"District of Columbia","farrington_partial",148.684052385381
2021-01-15,"District of Columbia","deaths_count",164
2021-01-15,"District of Columbia","channel_endemic_estimation",122.4
2021-01-15,"District of Columbia","farrington_estimation_all",150.399218183348
2021-01-15,"District of Columbia","farrington_partial",145.042423273103
2021-01-22,"District of Columbia","deaths_count",181
2021-01-22,"District of Columbia","channel_endemic_estimation",133.8
2021-01-22,"District of Columbia","farrington_estimation_all",148.46993996122
2021-01-22,"District of Columbia","farrington_partial",144.94454932804
2021-01-29,"District of Columbia","deaths_count",164
2021-01-29,"District of Columbia","channel_endemic_estimation",134.6
2021-01-29,"District of Columbia","farrington_estimation_all",147.844904419949
2021-01-29,"District of Columbia","farrington_partial",143.147826708622
2021-02-05,"District of Columbia","deaths_count",153
2021-02-05,"District of Columbia","channel_endemic_estimation",135.8
2021-02-05,"District of Columbia","farrington_estimation_all",146.546827741524
2021-02-05,"District of Columbia","farrington_partial",142.10533116997
2021-02-12,"District of Columbia","deaths_count",167
2021-02-12,"District of Columbia","channel_endemic_estimation",139.4
2021-02-12,"District of Columbia","farrington_estimation_all",144.148646891322
2021-02-12,"District of Columbia","farrington_partial",143.641546174051
2021-02-19,"District of Columbia","deaths_count",144
2021-02-19,"District of Columbia","channel_endemic_estimation",123
2021-02-19,"District of Columbia","farrington_estimation_all",142.288084744975
2021-02-19,"District of Columbia","farrington_partial",142.326184438141
2021-02-26,"District of Columbia","deaths_count",134
2021-02-26,"District of Columbia","channel_endemic_estimation",129.4
2021-02-26,"District of Columbia","farrington_estimation_all",142.709189406575
2021-02-26,"District of Columbia","farrington_partial",140.984731886085
2021-03-05,"District of Columbia","deaths_count",125
2021-03-05,"District of Columbia","channel_endemic_estimation",131.8
2021-03-05,"District of Columbia","farrington_estimation_all",142.382268527018
2021-03-05,"District of Columbia","farrington_partial",142.01364058575
2021-03-12,"District of Columbia","deaths_count",145
2021-03-12,"District of Columbia","channel_endemic_estimation",120.2
2021-03-12,"District of Columbia","farrington_estimation_all",145.284466857576
2021-03-12,"District of Columbia","farrington_partial",138.593477895858
2021-03-19,"District of Columbia","deaths_count",135
2021-03-19,"District of Columbia","channel_endemic_estimation",131.4
2021-03-19,"District of Columbia","farrington_estimation_all",149.484994087323
2021-03-19,"District of Columbia","farrington_partial",131.856417960898
2021-03-26,"District of Columbia","deaths_count",126
2021-03-26,"District of Columbia","channel_endemic_estimation",131.6
2021-03-26,"District of Columbia","farrington_estimation_all",160.936000868222
2021-03-26,"District of Columbia","farrington_partial",131.627172628844
2021-04-02,"District of Columbia","deaths_count",157
2021-04-02,"District of Columbia","channel_endemic_estimation",121.8
2021-04-02,"District of Columbia","farrington_estimation_all",171.250309602449
2021-04-02,"District of Columbia","farrington_partial",139.559622570272
2021-04-09,"District of Columbia","deaths_count",121
2021-04-09,"District of Columbia","channel_endemic_estimation",120.2
2021-04-09,"District of Columbia","farrington_estimation_all",242.445125497275
2021-04-09,"District of Columbia","farrington_partial",132.507763943893
2021-04-16,"District of Columbia","deaths_count",127
2021-04-16,"District of Columbia","channel_endemic_estimation",131.2
2021-04-16,"District of Columbia","farrington_estimation_all",266.160741980636
2021-04-16,"District of Columbia","farrington_partial",138.383554253202
2021-04-23,"District of Columbia","deaths_count",121
2021-04-23,"District of Columbia","channel_endemic_estimation",130
2021-04-23,"District of Columbia","farrington_estimation_all",279.883598820454
2021-04-23,"District of Columbia","farrington_partial",136.353025141482
2021-04-30,"District of Columbia","deaths_count",125
2021-04-30,"District of Columbia","channel_endemic_estimation",126.4
2021-04-30,"District of Columbia","farrington_estimation_all",268.461386376429
2021-04-30,"District of Columbia","farrington_partial",134.816623190016
2021-05-07,"District of Columbia","deaths_count",126
2021-05-07,"District of Columbia","channel_endemic_estimation",113
2021-05-07,"District of Columbia","farrington_estimation_all",244.657247321076
2021-05-07,"District of Columbia","farrington_partial",135.394307327802
2021-05-14,"District of Columbia","deaths_count",133
2021-05-14,"District of Columbia","channel_endemic_estimation",117.8
2021-05-14,"District of Columbia","farrington_estimation_all",227.07534232618
2021-05-14,"District of Columbia","farrington_partial",133.0368861399
2021-05-21,"District of Columbia","deaths_count",119
2021-05-21,"District of Columbia","channel_endemic_estimation",113.6
2021-05-21,"District of Columbia","farrington_estimation_all",204.303079638111
2021-05-21,"District of Columbia","farrington_partial",128.239598801115
2021-05-28,"District of Columbia","deaths_count",126
2021-05-28,"District of Columbia","channel_endemic_estimation",120.4
2021-05-28,"District of Columbia","farrington_estimation_all",184.478284771462
2021-05-28,"District of Columbia","farrington_partial",127.707372939074
2021-06-04,"District of Columbia","deaths_count",139
2021-06-04,"District of Columbia","channel_endemic_estimation",119.6
2021-06-04,"District of Columbia","farrington_estimation_all",170.654906391058
2021-06-04,"District of Columbia","farrington_partial",127.752764377709
2021-06-11,"District of Columbia","deaths_count",128
2021-06-11,"District of Columbia","channel_endemic_estimation",112.6
2021-06-11,"District of Columbia","farrington_estimation_all",161.490961528382
2021-06-11,"District of Columbia","farrington_partial",128.26294642166
2021-06-18,"District of Columbia","deaths_count",115
2021-06-18,"District of Columbia","channel_endemic_estimation",118.2
2021-06-18,"District of Columbia","farrington_estimation_all",154.513949109091
2021-06-18,"District of Columbia","farrington_partial",128.555280457456
2021-06-25,"District of Columbia","deaths_count",108
2021-06-25,"District of Columbia","channel_endemic_estimation",125.2
2021-06-25,"District of Columbia","farrington_estimation_all",156.419644411648
2021-06-25,"District of Columbia","farrington_partial",130.025346586367
2021-07-02,"District of Columbia","deaths_count",149
2021-07-02,"District of Columbia","channel_endemic_estimation",112.6
2021-07-02,"District of Columbia","farrington_estimation_all",156.01879843048
2021-07-02,"District of Columbia","farrington_partial",128.92359125613
2021-07-09,"District of Columbia","deaths_count",125
2021-07-09,"District of Columbia","channel_endemic_estimation",115.6
2021-07-09,"District of Columbia","farrington_estimation_all",138.218751661783
2021-07-09,"District of Columbia","farrington_partial",131.626851846837
2021-07-16,"District of Columbia","deaths_count",137
2021-07-16,"District of Columbia","channel_endemic_estimation",122.2
2021-07-16,"District of Columbia","farrington_estimation_all",149.407884083477
2021-07-16,"District of Columbia","farrington_partial",131.822617777278
2021-07-23,"District of Columbia","deaths_count",104
2021-07-23,"District of Columbia","channel_endemic_estimation",122.4
2021-07-23,"District of Columbia","farrington_estimation_all",149.836189180115
2021-07-23,"District of Columbia","farrington_partial",130.607914957177
2021-07-30,"District of Columbia","deaths_count",127
2021-07-30,"District of Columbia","channel_endemic_estimation",122.2
2021-07-30,"District of Columbia","farrington_estimation_all",151.015343388987
2021-07-30,"District of Columbia","farrington_partial",130.81015508065
2021-08-06,"District of Columbia","deaths_count",145
2021-08-06,"District of Columbia","channel_endemic_estimation",121.4
2021-08-06,"District of Columbia","farrington_estimation_all",153.212241707486
2021-08-06,"District of Columbia","farrington_partial",131.300210023729
2021-08-13,"District of Columbia","deaths_count",132
2021-08-13,"District of Columbia","channel_endemic_estimation",121
2021-08-13,"District of Columbia","farrington_estimation_all",149.536016475841
2021-08-13,"District of Columbia","farrington_partial",129.942341856574
2021-08-20,"District of Columbia","deaths_count",119
2021-08-20,"District of Columbia","channel_endemic_estimation",112.2
2021-08-20,"District of Columbia","farrington_estimation_all",146.85827111023
2021-08-20,"District of Columbia","farrington_partial",130.199676884885
2021-08-27,"District of Columbia","deaths_count",136
2021-08-27,"District of Columbia","channel_endemic_estimation",116.6
2021-08-27,"District of Columbia","farrington_estimation_all",146.066443502512
2021-08-27,"District of Columbia","farrington_partial",132.846306093827
2021-09-03,"District of Columbia","deaths_count",112
2021-09-03,"District of Columbia","channel_endemic_estimation",114.8
2021-09-03,"District of Columbia","farrington_estimation_all",133.774226444979
2021-09-03,"District of Columbia","farrington_partial",134.013287066928
2021-09-10,"District of Columbia","deaths_count",132
2021-09-10,"District of Columbia","channel_endemic_estimation",113.4
2021-09-10,"District of Columbia","farrington_estimation_all",151.014338497265
2021-09-10,"District of Columbia","farrington_partial",132.53836956968
2021-09-17,"District of Columbia","deaths_count",128
2021-09-17,"District of Columbia","channel_endemic_estimation",124.8
2021-09-17,"District of Columbia","farrington_estimation_all",137.773603619211
2021-09-17,"District of Columbia","farrington_partial",134.353834627979
2021-09-24,"District of Columbia","deaths_count",140
2021-09-24,"District of Columbia","channel_endemic_estimation",125.6
2021-09-24,"District of Columbia","farrington_estimation_all",137.968719537496
2021-09-24,"District of Columbia","farrington_partial",136.280123240188
2021-10-01,"District of Columbia","deaths_count",158
2021-10-01,"District of Columbia","channel_endemic_estimation",119.6
2021-10-01,"District of Columbia","farrington_estimation_all",139.40085772516
2021-10-01,"District of Columbia","farrington_partial",137.464302270781
2021-10-08,"District of Columbia","deaths_count",131
2021-10-08,"District of Columbia","channel_endemic_estimation",123.2
2021-10-08,"District of Columbia","farrington_estimation_all",159.306030841348
2021-10-08,"District of Columbia","farrington_partial",138.308803543623
2021-10-15,"District of Columbia","deaths_count",134
2021-10-15,"District of Columbia","channel_endemic_estimation",128.6
2021-10-15,"District of Columbia","farrington_estimation_all",163.004351294629
2021-10-15,"District of Columbia","farrington_partial",138.878512374133
2021-10-22,"District of Columbia","deaths_count",140
2021-10-22,"District of Columbia","channel_endemic_estimation",133.4
2021-10-22,"District of Columbia","farrington_estimation_all",160.641467426731
2021-10-22,"District of Columbia","farrington_partial",138.626850423861
2021-10-29,"District of Columbia","deaths_count",131
2021-10-29,"District of Columbia","channel_endemic_estimation",128.8
2021-10-29,"District of Columbia","farrington_estimation_all",157.768312630464
2021-10-29,"District of Columbia","farrington_partial",153.650061405127
2021-11-05,"District of Columbia","deaths_count",143
2021-11-05,"District of Columbia","channel_endemic_estimation",134
2021-11-05,"District of Columbia","farrington_estimation_all",162.550669845777
2021-11-05,"District of Columbia","farrington_partial",138.713986143818
2021-11-12,"District of Columbia","deaths_count",121
2021-11-12,"District of Columbia","channel_endemic_estimation",123
2021-11-12,"District of Columbia","farrington_estimation_all",168.485914962172
2021-11-12,"District of Columbia","farrington_partial",142.293246622947
2021-11-19,"District of Columbia","deaths_count",128
2021-11-19,"District of Columbia","channel_endemic_estimation",122.6
2021-11-19,"District of Columbia","farrington_estimation_all",166.899877011466
2021-11-19,"District of Columbia","farrington_partial",139.838558540234
2021-11-26,"District of Columbia","deaths_count",129
2021-11-26,"District of Columbia","channel_endemic_estimation",130.4
2021-11-26,"District of Columbia","farrington_estimation_all",175.616836919285
2021-11-26,"District of Columbia","farrington_partial",142.767920693149
2021-12-03,"District of Columbia","deaths_count",149
2021-12-03,"District of Columbia","channel_endemic_estimation",141.4
2021-12-03,"District of Columbia","farrington_estimation_all",188.024861430451
2021-12-03,"District of Columbia","farrington_partial",143.175119984267
2021-12-10,"District of Columbia","deaths_count",111
2021-12-10,"District of Columbia","channel_endemic_estimation",122
2021-12-10,"District of Columbia","farrington_estimation_all",200.480893528457
2021-12-10,"District of Columbia","farrington_partial",146.693473218268
2021-12-17,"District of Columbia","deaths_count",133
2021-12-17,"District of Columbia","channel_endemic_estimation",140.6
2021-12-17,"District of Columbia","farrington_estimation_all",212.846069623533
2021-12-17,"District of Columbia","farrington_partial",150.084770062392
2021-12-24,"District of Columbia","deaths_count",134
2021-12-24,"District of Columbia","channel_endemic_estimation",140.6
2021-12-24,"District of Columbia","farrington_estimation_all",214.01710753709
2021-12-24,"District of Columbia","farrington_partial",150.44711878968
2022-01-01,"District of Columbia","deaths_count",0
2022-01-01,"District of Columbia","channel_endemic_estimation",148.2
2022-01-01,"District of Columbia","farrington_estimation_all",214.293889341971
2022-01-01,"District of Columbia","farrington_partial",145.361406739041
2022-01-08,"District of Columbia","deaths_count",0
2022-01-08,"District of Columbia","channel_endemic_estimation",151.2
2022-01-08,"District of Columbia","farrington_estimation_all",220.182313280646
2022-01-08,"District of Columbia","farrington_partial",148.684052385381
2022-01-15,"District of Columbia","deaths_count",0
2022-01-15,"District of Columbia","channel_endemic_estimation",122.4
2022-01-15,"District of Columbia","farrington_estimation_all",210.098666288243
2022-01-15,"District of Columbia","farrington_partial",145.042423273103
2022-01-22,"District of Columbia","deaths_count",0
2022-01-22,"District of Columbia","channel_endemic_estimation",133.8
2022-01-22,"District of Columbia","farrington_estimation_all",0
2022-01-22,"District of Columbia","farrington_partial",144.94454932804
2022-01-29,"District of Columbia","deaths_count",0
2022-01-29,"District of Columbia","channel_endemic_estimation",134.6
2022-01-29,"District of Columbia","farrington_estimation_all",0
2022-01-29,"District of Columbia","farrington_partial",143.147826708622
2020-01-01,"Florida","deaths_count",4341
2020-01-01,"Florida","channel_endemic_estimation",4318.4
2020-01-01,"Florida","farrington_estimation_all",4694.10910396489
2020-01-01,"Florida","farrington_partial",4694.10910396489
2020-01-08,"Florida","deaths_count",4410
2020-01-08,"Florida","channel_endemic_estimation",4499.6
2020-01-08,"Florida","farrington_estimation_all",4769.36340631567
2020-01-08,"Florida","farrington_partial",4769.36340631567
2020-01-15,"Florida","deaths_count",4385
2020-01-15,"Florida","channel_endemic_estimation",4473
2020-01-15,"Florida","farrington_estimation_all",4798.51522190506
2020-01-15,"Florida","farrington_partial",4798.51522190506
2020-01-22,"Florida","deaths_count",4387
2020-01-22,"Florida","channel_endemic_estimation",4434.8
2020-01-22,"Florida","farrington_estimation_all",4774.97932977815
2020-01-22,"Florida","farrington_partial",4774.97932977815
2020-01-29,"Florida","deaths_count",4419
2020-01-29,"Florida","channel_endemic_estimation",4526.8
2020-01-29,"Florida","farrington_estimation_all",4701.83140491916
2020-01-29,"Florida","farrington_partial",4701.83140491916
2020-02-05,"Florida","deaths_count",4385
2020-02-05,"Florida","channel_endemic_estimation",4489
2020-02-05,"Florida","farrington_estimation_all",4605.37035745373
2020-02-05,"Florida","farrington_partial",4605.37035745373
2020-02-12,"Florida","deaths_count",4358
2020-02-12,"Florida","channel_endemic_estimation",4372.2
2020-02-12,"Florida","farrington_estimation_all",4438.94178838213
2020-02-12,"Florida","farrington_partial",4438.94178838213
2020-02-19,"Florida","deaths_count",4416
2020-02-19,"Florida","channel_endemic_estimation",4270.6
2020-02-19,"Florida","farrington_estimation_all",4401.58458756559
2020-02-19,"Florida","farrington_partial",4401.58458756559
2020-02-26,"Florida","deaths_count",4399
2020-02-26,"Florida","channel_endemic_estimation",4229.6
2020-02-26,"Florida","farrington_estimation_all",4364.60121828233
2020-02-26,"Florida","farrington_partial",4364.60121828233
2020-03-04,"Florida","deaths_count",4520
2020-03-04,"Florida","channel_endemic_estimation",4269.8
2020-03-04,"Florida","farrington_estimation_all",4354.33311007159
2020-03-04,"Florida","farrington_partial",4354.33311007159
2020-03-11,"Florida","deaths_count",4435
2020-03-11,"Florida","channel_endemic_estimation",4234.2
2020-03-11,"Florida","farrington_estimation_all",4314.03766051904
2020-03-11,"Florida","farrington_partial",4314.03766051904
2020-03-18,"Florida","deaths_count",4362
2020-03-18,"Florida","channel_endemic_estimation",4250
2020-03-18,"Florida","farrington_estimation_all",4442.09019791691
2020-03-18,"Florida","farrington_partial",4442.09019791691
2020-03-25,"Florida","deaths_count",4461
2020-03-25,"Florida","channel_endemic_estimation",4236
2020-03-25,"Florida","farrington_estimation_all",4441.60459176846
2020-03-25,"Florida","farrington_partial",4441.60459176846
2020-04-01,"Florida","deaths_count",4497
2020-04-01,"Florida","channel_endemic_estimation",4161
2020-04-01,"Florida","farrington_estimation_all",4466.05234861904
2020-04-01,"Florida","farrington_partial",4466.05234861904
2020-04-08,"Florida","deaths_count",4544
2020-04-08,"Florida","channel_endemic_estimation",4157.8
2020-04-08,"Florida","farrington_estimation_all",4446.52271336617
2020-04-08,"Florida","farrington_partial",4446.52271336617
2020-04-15,"Florida","deaths_count",4416
2020-04-15,"Florida","channel_endemic_estimation",4029.2
2020-04-15,"Florida","farrington_estimation_all",4420.67781907988
2020-04-15,"Florida","farrington_partial",4420.67781907988
2020-04-22,"Florida","deaths_count",4556
2020-04-22,"Florida","channel_endemic_estimation",4020.8
2020-04-22,"Florida","farrington_estimation_all",4373.77129719071
2020-04-22,"Florida","farrington_partial",4373.77129719071
2020-04-29,"Florida","deaths_count",4352
2020-04-29,"Florida","channel_endemic_estimation",3987.8
2020-04-29,"Florida","farrington_estimation_all",4322.23962604948
2020-04-29,"Florida","farrington_partial",4322.23962604948
2020-05-06,"Florida","deaths_count",4407
2020-05-06,"Florida","channel_endemic_estimation",3990
2020-05-06,"Florida","farrington_estimation_all",4273.11480577835
2020-05-06,"Florida","farrington_partial",4273.11480577835
2020-05-13,"Florida","deaths_count",4279
2020-05-13,"Florida","channel_endemic_estimation",3959.2
2020-05-13,"Florida","farrington_estimation_all",4259.35287966142
2020-05-13,"Florida","farrington_partial",4259.35287966142
2020-05-20,"Florida","deaths_count",4360
2020-05-20,"Florida","channel_endemic_estimation",3838
2020-05-20,"Florida","farrington_estimation_all",4222.18985533892
2020-05-20,"Florida","farrington_partial",4222.18985533892
2020-05-27,"Florida","deaths_count",4211
2020-05-27,"Florida","channel_endemic_estimation",3912.2
2020-05-27,"Florida","farrington_estimation_all",4195.7393461773
2020-05-27,"Florida","farrington_partial",4195.7393461773
2020-06-03,"Florida","deaths_count",4265
2020-06-03,"Florida","channel_endemic_estimation",3935.2
2020-06-03,"Florida","farrington_estimation_all",4160.78346357634
2020-06-03,"Florida","farrington_partial",4160.78346357634
2020-06-10,"Florida","deaths_count",4256
2020-06-10,"Florida","channel_endemic_estimation",3809.2
2020-06-10,"Florida","farrington_estimation_all",4152.68814734005
2020-06-10,"Florida","farrington_partial",4152.68814734005
2020-06-17,"Florida","deaths_count",4408
2020-06-17,"Florida","channel_endemic_estimation",3862.4
2020-06-17,"Florida","farrington_estimation_all",4151.04007970239
2020-06-17,"Florida","farrington_partial",4151.04007970239
2020-06-24,"Florida","deaths_count",4504
2020-06-24,"Florida","channel_endemic_estimation",3795
2020-06-24,"Florida","farrington_estimation_all",4096.97616053814
2020-06-24,"Florida","farrington_partial",4096.97616053814
2020-07-01,"Florida","deaths_count",4725
2020-07-01,"Florida","channel_endemic_estimation",3938.4
2020-07-01,"Florida","farrington_estimation_all",4056.26815014981
2020-07-01,"Florida","farrington_partial",4056.26815014981
2020-07-08,"Florida","deaths_count",5084
2020-07-08,"Florida","channel_endemic_estimation",3815
2020-07-08,"Florida","farrington_estimation_all",4052.197980608
2020-07-08,"Florida","farrington_partial",4052.197980608
2020-07-15,"Florida","deaths_count",5509
2020-07-15,"Florida","channel_endemic_estimation",3725
2020-07-15,"Florida","farrington_estimation_all",4000.71173941
2020-07-15,"Florida","farrington_partial",4000.71173941
2020-07-22,"Florida","deaths_count",5704
2020-07-22,"Florida","channel_endemic_estimation",3749.6
2020-07-22,"Florida","farrington_estimation_all",3985.90333716053
2020-07-22,"Florida","farrington_partial",3985.90333716053
2020-07-29,"Florida","deaths_count",5791
2020-07-29,"Florida","channel_endemic_estimation",3789.2
2020-07-29,"Florida","farrington_estimation_all",3906.02557291484
2020-07-29,"Florida","farrington_partial",3906.02557291484
2020-08-05,"Florida","deaths_count",5585
2020-08-05,"Florida","channel_endemic_estimation",3773.2
2020-08-05,"Florida","farrington_estimation_all",3868.72713764787
2020-08-05,"Florida","farrington_partial",3868.72713764787
2020-08-12,"Florida","deaths_count",5510
2020-08-12,"Florida","channel_endemic_estimation",3729.4
2020-08-12,"Florida","farrington_estimation_all",3864.01690322543
2020-08-12,"Florida","farrington_partial",3864.01690322543
2020-08-19,"Florida","deaths_count",5203
2020-08-19,"Florida","channel_endemic_estimation",3693.4
